,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,9.25,9.29,9.32,8.77,9.12,9.41,9.74,10.38,11.24,12.47,13.06,13.68,15.19
Expenses,7.77,8.21,8.57,7.96,8.57,8.51,9.88,9.45,10.11,11.54,12.75,12.8,14.22
Operating Profit,1.48,1.08,0.75,0.81,0.55,0.9,-0.14,0.93,1.13,0.93,0.31,0.88,0.97
OPM %,16.0,11.63,8.05,9.24,6.03,9.56,-1.44,8.96,10.05,7.46,2.37,6.43,6.39
Other Income,1.84,1.32,3.46,1.21,1.92,2.15,13.92,1.74,1.16,2.6,3.77,1.1,0.79
Interest,0.26,0.24,0.25,0.26,0.27,0.27,0.28,0.24,0.23,0.24,0.33,0.29,0.25
Depreciation,0.26,0.26,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.25,0.25,0.25
Profit before tax,2.8,1.9,3.72,1.51,1.95,2.53,13.25,2.19,1.82,3.05,3.5,1.44,1.26
Tax %,27.86,27.37,34.68,38.41,33.33,28.06,22.94,26.48,25.82,25.9,7.14,289.58,19.84
Net Profit,4.1,2.36,2.32,-1.1,3.27,3.18,11.04,1.47,2.14,2.27,10.74,-7.32,1.26
EPS in Rs,0.4,0.25,0.26,-0.06,0.35,0.32,0.41,0.15,0.21,0.22,0.85,-1.05,0.13
