,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0.00,0.00,61.00,70.47,69.71,73.42,82.66,74.37,80.51,74.08
Inventory Days,,,,,2.07,,,,,,
Days Payable,,,,,26.37,,,,,,
Cash Conversion Cycle,0.0,0.00,0.00,61.00,46.17,69.71,73.42,82.66,74.37,80.51,74.08
Working Capital Days,-867.29,396.38,1218.25,658.33,1202.72,639.57,522.46,500.06,499.94,949.45,496.06
ROCE %,,3.69,2.67,3.33,2.33,3.06,2.35,3.47,3.69,5.53,2.54
