,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.02,0.04,0.03,-0.56,-0.19
Cash from Investing Activity,-0.01,-0.05,-0.01,-0.04,-0.03
Cash from Financing Activity,-0.03,0.0,0.0,1.84,0.0
Net Cash Flow,-0.03,-0.01,0.01,1.24,-0.22
