,2023-03-01,2023-09-01
Equity Capital,1.96,3.01
Reserves,,12.71
Borrowings,,0.62
Other Liabilities,,1.62
Total Liabilities,,17.96
Fixed Assets,,5.11
CWIP,,0.0
Investments,,5.41
Other Assets,,7.44
Total Assets,,17.96
