,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Promoters,63.1,63.1,63.1,63.1,63.92,63.92
FIIs,0.0,0.0,0.0,1.72,0.05,0.05
Public,36.9,36.9,36.89,35.18,36.03,36.03
No. of Shareholders,224.0,203.0,184.0,198.0,204.0,190.0
