,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,1.99
Reserves,7.45,6.95,7.56,7.87,8.45,9.2,10.01,8.53,7.52,10.02,12.75,12.32,13.74
Borrowings,7.79,6.86,4.78,4.39,5.07,5.61,9.79,7.78,8.19,7.39,16.19,21.12,20.02
Other Liabilities,0.95,0.91,0.73,1.58,1.76,2.28,2.3,5.57,2.9,5.12,4.48,3.1,7.05
Total Liabilities,21.18,19.71,18.06,18.83,20.27,22.08,27.09,26.87,23.6,27.52,38.41,41.53,45.8
Fixed Assets,8.6,8.14,6.07,5.83,5.65,6.13,11.18,12.43,10.91,11.27,19.49,23.94,21.62
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,7.62,6.74,6.5600000000000005,6.69,8.21,8.18,8.56,5.36,3.69,5.67,4.15,2.85,0.24
Other Assets,4.96,4.83,5.43,6.31,6.41,7.77,7.35,9.08,9.0,10.58,14.77,14.74,23.94
Total Assets,21.18,19.71,18.06,18.83,20.27,22.08,27.09,26.87,23.6,27.52,38.41,41.53,45.8
