,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,13,0,11,11
Cash from Investing Activity,-10,-1,-5,-11
Cash from Financing Activity,-3,2,-7,2
Net Cash Flow,0,1,-1,2
