,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5,5,5,11,11,11,11,11,11,12,12,12,12
Reserves,637,710,836,892,909,982,1118,1058,1164,1397,1527,1562,1666
Borrowings,125,82,158,181,388,314,482,613,520,358,436,219,283
Other Liabilities,1007,1093,1433,1481,1610,2041,2107,2083,2328,2389,2024,2294,2167
Total Liabilities,1774,1890,2432,2565,2918,3348,3717,3766,4022,4157,3999,4088,4128
Fixed Assets,51,51,119,191,175,174,172,149,86,86,80,75,68
CWIP,18,48,69,1,2,0,0,0,0,0,0,0,0
Investments,4,3,23,38,32,22,5,8,20,24,38,46,35
Other Assets,1702,1788,2221,2335,2708,3151,3540,3609,3915,4046,3882,3967,4025
Total Assets,1774,1890,2432,2565,2918,3348,3717,3766,4022,4157,3999,4088,4128
