,2018-12-01,2019-03-01,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01
Sales,16.5,5.06,5.93,2.53,2.96,0.25,1.76,1.89,-0.13,0.06,0.00,0.72,0.00
Expenses,16.25,6.08,6.0,3.47,10.16,17.59,2.02,2.05,0.73,0.74,0.31,0.19,0.11
Operating Profit,0.25,-1.02,-0.07,-0.94,-7.2,-17.34,-0.26,-0.16,-0.86,-0.68,-0.31,0.53,-0.11
OPM %,1.52,-20.16,-1.18,-37.15,-243.24,-6936.0,-14.77,-8.47,,-1133.33,,73.61,
Other Income,0.01,0.02,0.29,0.42,0.09,0.13,0.37,0.14,0.00,0.01,0.00,0.0,0.04
Interest,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.0,0.00,0.52,0.00
Depreciation,0.11,0.11,0.07,0.07,0.07,0.11,0.02,0.02,0.02,0.03,0.05,0.05,0.03
Profit before tax,0.12,-1.13,0.13,-0.61,-7.2,-17.33,0.08,-0.05,-0.89,-0.7,-0.36,-0.04,-0.10
Tax %,0.0,-3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.00,-14.29,0.00,0.0,0.00
Net Profit,0.12,-1.17,0.12,-0.61,-7.2,-17.32,0.08,-0.05,-0.89,-0.8,-0.36,-0.04,-0.10
EPS in Rs,0.01,-0.11,0.01,-0.06,-0.66,-1.58,0.01,-0.0,-0.08,-0.07,-0.03,-0.0,-0.01
