,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2021-12-01
Promoters,51.51,50.91,50.34,51.02,51.03,49.13
FIIs,0.0,0.18,0.0,0.0,0.0,0.0
Public,48.49,48.92,49.66,48.98,48.97,50.87
No. of Shareholders,1617.0,7325.0,8033.0,7096.0,10046.0,19978.0
