,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,18,18,18,18,18,18,14,14,14,14,14,14,14
Reserves,643,709,798,849,936,1045,2666,2606,2517,2543,2604,2421,2394
Borrowings,46,27,26,22,36,98,151,200,206,119,349,314,290
Other Liabilities,280,318,302,264,283,359,359,323,407,436,351,444,372
Total Liabilities,987,1073,1145,1153,1274,1521,3190,3142,3145,3112,3319,3193,3070
Fixed Assets,408,448,419,416,403,491,578,810,870,884,990,1257,1227
CWIP,113,132,91,123,237,250,238,92,330,568,494,147,122
Investments,15,39,11,41,14,14,901,926,550,392,264,2,2
Other Assets,451,454,623,574,620,766,1473,1313,1395,1269,1571,1787,1720
Total Assets,987,1073,1145,1153,1274,1521,3190,3142,3145,3112,3319,3193,3070
