,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.08,50.67,50.64,50.74,50.93,50.93,50.94,70.21
FIIs,4.04,5.34,2.13,1.76,1.5,1.47,1.7,0.83
DIIs,12.62,5.93,7.28,9.46,8.94,9.59,8.15,10.0
Public,33.26,38.06,39.95,38.04,38.62,38.01,39.21,18.95
No. of Shareholders,25539.0,45695.0,39785.0,36355.0,33734.0,33557.0,29418.0,21584.0
