,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,88.0,101.0,110.0,116.0,122.0,130.0,137.0,146.0,155.0,168.0,191.0,199.0,211.0
Expenses,68.0,79.0,158.0,91.0,95.0,100.0,107.0,113.0,120.0,131.0,150.0,155.0,165.0
Operating Profit,20.0,22.0,-48.0,24.0,27.0,30.0,30.0,33.0,34.0,37.0,40.0,44.0,46.0
OPM %,23.0,22.0,-44.0,21.0,22.0,23.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0
Other Income,-0.0,1.0,-45.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,2.0
Interest,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0
Depreciation,7.0,9.0,113.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0
Profit before tax,8.0,10.0,-210.0,19.0,22.0,26.0,28.0,28.0,29.0,30.0,35.0,38.0,41.0
Tax %,20.0,13.0,-0.0,21.0,12.0,23.0,23.0,15.0,13.0,14.0,25.0,17.0,16.0
Net Profit,7.0,8.0,-211.0,15.0,19.0,20.0,22.0,24.0,25.0,26.0,27.0,32.0,34.0
EPS in Rs,3.14,3.78,-62.23,6.23,8.59,7.86,8.32,10.32,10.39,10.97,11.0,13.95,14.53
