,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,66.48,67.03,78.06,73.82,60.66,35.63,37.86,43.36,42.51,114.73,67.98,49.56
Inventory Days,,,,,,,70.19,101.39,110.73,,,
Days Payable,,,,,,,289.19,513.7,299.38,,,
Cash Conversion Cycle,66.48,67.03,78.06,73.82,60.66,35.63,-181.14,-368.95,-146.14,114.73,67.98,49.56
Working Capital Days,-2.85,24.67,20.24,22.29,32.11,8.68,-13.43,39.36,37.33,69.71,13.60,-5.80
ROCE %,12.63,8.83,8.90,7.55,2.38,-3.55,-7.58,-5.41,-17.5,0.26,4.66,-2.26
