,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.71,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85
Reserves,2.32,3.52,10.3,19.46,28.05,33.77,35.68,-14.03,-24.09,-23.92,-24.3,-24.77,-24.99
Borrowings,19.78,27.81,43.52,6.59,0.6000000000000001,0.0,53.22,101.68,110.26,107.56,107.2,107.22,38.47
Other Liabilities,401.97,1128.5,838.97,1074.63,1211.6,877.0,705.22,282.14,281.53,281.3,281.25,281.26,350.11
Total Liabilities,424.78,1162.68,895.64,1103.53,1243.1,913.62,796.97,372.64,370.55,367.79,367.0,366.56,366.44
Fixed Assets,0.06,0.26,0.59,1.05,0.71,0.46,0.33,0.23,0.14,0.1,0.08,0.07,0.06
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,1.0,1.0,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
Other Assets,424.72,1161.42,894.05,1098.38,1238.29,909.06,792.54,368.31,366.31,363.59,362.82,362.39,362.28
Total Assets,424.78,1162.68,895.64,1103.53,1243.1,913.62,796.97,372.64,370.55,367.79,367.0,366.56,366.44
