,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.48,0.47,0.45,0.49,0.49,0.56,0.5,0.53,0.53,0.54,0.55,0.56,0.56
Expenses,0.61,0.33,1.01,0.58,0.57,0.5,0.67,0.56,0.57,0.59,0.6,0.6,0.56
Operating Profit,-0.13,0.14,-0.56,-0.09,-0.08,0.06,-0.17,-0.03,-0.04,-0.05,-0.05,-0.04,0.0
OPM %,-27.08,29.79,-124.44,-18.37,-16.33,10.71,-34.0,-5.66,-7.55,-9.26,-9.09,-7.14,0.0
Other Income,0.09,0.00,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interest,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Depreciation,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13
Profit before tax,-0.18,0.00,-0.69,-0.23,-0.22,-0.07,-0.31,-0.17,-0.18,-0.19,-0.19,-0.17,-0.13
Tax %,5.56,,1.45,4.35,4.55,14.29,3.23,5.88,5.56,5.26,21.05,-5.88,15.38
Net Profit,-0.17,0.00,-0.69,-0.22,-0.2,-0.06,-0.3,-0.15,-0.16,-0.18,-0.16,-0.18,-0.12
EPS in Rs,-0.1,0.00,-0.4,-0.13,-0.12,-0.04,-0.18,-0.09,-0.09,-0.11,-0.09,-0.11,-0.07
