,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.03,0.03,8.18,8.57,9.35,9.83,9.61,4.6,4.69,4.46,9.71,3.03,3.5
Expenses,0.18,0.2,7.94,8.11,8.89,9.37,10.86,3.83,4.03,2.95,16.28,2.58,2.9
Operating Profit,-0.15,-0.17,0.24,0.46,0.46,0.46,-1.25,0.77,0.66,1.51,-6.57,0.45,0.6
OPM %,-500.0,-566.67,2.93,5.37,4.92,4.68,-13.01,16.74,14.07,33.86,-67.66,14.85,17.14
Other Income,0.0,0.0,1.02,0.03,0.0,0.0,0.7,0.03,0.03,0.03,4.85,0.03,0.03
Interest,0.19,0.18,0.47,0.19,0.19,0.19,0.09,0.19,0.2,0.2,0.18,0.18,0.16
Depreciation,0.0,0.0,0.1,0.01,0.01,0.03,0.0,0.01,0.02,0.02,0.02,0.01,0.01
Profit before tax,-0.34,-0.35,0.69,0.29,0.26,0.24,-0.64,0.6,0.47,1.32,-1.92,0.29,0.46
Tax %,0.0,0.0,18.84,6.9,7.69,0.0,-7.81,0.0,0.0,28.03,13.02,13.79,26.09
Net Profit,-0.34,-0.35,0.56,0.27,0.24,0.24,-0.7,0.59,0.48,0.95,-1.66,0.25,0.34
EPS in Rs,-0.03,-0.04,0.06,0.03,0.02,0.02,-0.07,0.06,0.05,0.09,-0.15,0.02,0.03
