,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.55,2.62,2.75,2.55,4.05,3.49
Cash from Investing Activity,0.03,-5.8100000000000005,-0.53,-1.0,-5.42,0.14
Cash from Financing Activity,-1.54,3.61,-2.42,-1.65,1.56,-3.8
Net Cash Flow,0.04,0.41,-0.2,-0.09,0.19,-0.17
