,2021-03-01,2022-03-01,2023-03-01
Debtor Days,161.86,63.84,48.67
Inventory Days,,,
Days Payable,,,
Cash Conversion Cycle,161.86,63.84,48.67
Working Capital Days,112.69,58.29,63.77
ROCE %,,20.03,31.85
