,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,480.0,457.0,628.0,721.0,832.0
Expenses,462.0,443.0,582.0,636.0,744.0
Operating Profit,19.0,14.0,46.0,84.0,88.0
OPM %,4.0,3.0,7.0,12.0,11.0
Other Income,2.0,8.0,9.0,8.0,6.0
Interest,14.0,18.0,21.0,22.0,32.0
Depreciation,8.0,11.0,18.0,19.0,19.0
Profit before tax,-1.0,-7.0,16.0,51.0,43.0
Tax %,43.0,7.0,24.0,22.0,26.0
Net Profit,-1.0,-7.0,12.0,40.0,32.0
EPS in Rs,-5.78,-49.01,86.39,291.15,6.0
