,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,29,16,35,49,52
Cash from Investing Activity,-10,-88,-1,-32,-142
Cash from Financing Activity,-2,72,-43,46,74
Net Cash Flow,17,0,-9,62,-16
