,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,1,1,1,53,79
Reserves,34,24,36,76,145,810
Borrowings,160,308,279,337,356,287
Other Liabilities,271,260,328,363,551,520
Total Liabilities,466,593,645,777,1105,1696
Fixed Assets,48,106,186,172,161,172
CWIP,1,77,2,3,1,3
Investments,0,0,0,0,90,90
Other Assets,417,410,457,601,853,1432
Total Assets,466,593,645,777,1105,1696
