,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,68.9,68.9,68.91,68.91,68.9,68.9
DIIs,9.36,9.36,9.24,8.01,7.84,7.8
Government,0.01,0.01,0.0,0.0,0.0,0.0
Public,21.73,21.73,21.85,23.08,23.25,23.29
No. of Shareholders,1189.0,1250.0,1274.0,1393.0,1553.0,1596.0
