,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.93,61.93,62.46,62.46,63.87,64.39,64.9,64.9
DIIs,0.07,0.07,0.07,0.02,0.0,0.0,0.0,0.0
Public,37.99,37.99,37.47,37.52,36.13,35.61,35.11,35.11
No. of Shareholders,2224.0,2131.0,2094.0,2155.0,1820.0,3549.0,3390.0,3203.0
