,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,73.54,86.25,97.57,91.8,88.5,90.24,107.43,91.41,81.76,96.57,132.19,83.98,94.76
Expenses,68.1,77.55,88.85,85.75,83.46,91.0,103.91,88.59,77.31,87.2,118.85,95.52,100.18
Operating Profit,5.44,8.7,8.72,6.05,5.04,-0.76,3.52,2.82,4.45,9.37,13.34,-11.54,-5.42
OPM %,7.4,10.09,8.94,6.59,5.69,-0.84,3.28,3.09,5.44,9.7,10.09,-13.74,-5.72
Other Income,0.22,0.38,0.4,0.31,0.53,0.46,4.14,2.08,1.87,1.32,2.31,2.08,1.63
Interest,2.84,2.42,2.03,1.89,1.39,1.87,2.5,3.03,3.34,2.49,3.07,5.35,6.45
Depreciation,1.44,1.31,1.33,1.26,1.2,1.08,1.61,1.85,2.6,2.71,2.96,3.97,3.95
Profit before tax,1.38,5.35,5.76,3.21,2.98,-3.25,3.55,0.02,0.38,5.49,9.62,-18.78,-14.19
Tax %,34.78,36.64,30.9,38.63,32.21,33.85,33.52,1450.0,13.16,34.43,26.82,3.83,
Net Profit,0.9,3.39,3.98,1.97,2.02,-2.15,2.35,-0.28,0.34,3.6,7.04,-18.05,-9.99
EPS in Rs,2.36,8.9,10.45,5.17,5.3,-5.64,6.17,-0.73,0.89,9.45,18.21,-46.02,-25.87
