,2022-03-01,2023-03-01,2023-09-01
Promoters,34.45,33.79,33.77
FIIs,11.42,17.79,18.06
DIIs,17.12,26.45,25.15
Public,37.01,21.98,23.02
No. of Shareholders,25674.0,47587.0,37878.0
