,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,73.0,37,48,40,56,56
Inventory Days,,,,,,
Days Payable,,,,,,
Cash Conversion Cycle,73.0,37,48,40,56,56
Working Capital Days,18.0,26,40,15,-9,-12
ROCE %,,7,4,9,12,9
