,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-35,358,184,901,662,726
Cash from Investing Activity,-180,-282,94,-458,-1453,-719
Cash from Financing Activity,361,-102,-79,-652,855,252
Net Cash Flow,146,-26,199,-209,64,259
