,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,53.48,55.15,48.49,52.34,55.14,36.84,37.9,46.58,39.09,44.6,62.56,63.08,67.58
Expenses,50.12,52.2,46.22,51.33,53.1,36.21,36.87,44.0,38.3,39.45,56.66,57.1,59.32
Operating Profit,3.36,2.95,2.27,1.01,2.04,0.63,1.03,2.58,0.79,5.15,5.9,5.98,8.26
OPM %,6.28,5.35,4.68,1.93,3.7,1.71,2.72,5.54,2.02,11.55,9.43,9.48,12.22
Other Income,0.4,0.13,1.16,0.19,0.7,0.3,1.05,0.05,0.27,0.05,0.15,0.59,0.56
Interest,0.94,0.99,1.01,0.89,1.03,0.87,0.49,0.36,0.31,0.19,0.32,0.41,0.33
Depreciation,0.69,0.74,0.85,2.45,1.04,0.89,0.67,0.56,0.62,0.6,0.7,0.9,0.93
Profit before tax,2.13,1.35,1.57,-2.14,0.67,-0.83,0.92,1.71,0.13,4.41,5.03,5.26,7.56
Tax %,30.99,34.07,46.5,26.17,16.42,6.02,1.09,77.19,76.92,27.66,26.64,27.0,
Net Profit,1.47,0.88,0.84,-1.57,0.56,-0.78,0.91,0.39,0.03,3.18,3.68,3.84,5.56
EPS in Rs,9.81,5.87,5.61,-10.48,3.74,-5.21,6.07,2.6,0.2,21.22,24.56,25.63,37.10
