,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,10.0,11,10,9
Inventory Days,54.0,63,60,60
Days Payable,1.0,1,3,2
Cash Conversion Cycle,63.0,73,66,67
Working Capital Days,65.0,81,70,76
ROCE %,,11,14,12
