,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,300,300,300,385,385
Reserves,133,192,297,800,897
Borrowings,872,968,1149,1432,1104
Other Liabilities,43,64,87,78,99
Total Liabilities,1348,1524,1832,2694,2485
Fixed Assets,223,674,785,1142,1194
CWIP,351,2,24,14,25
Investments,0,0,0,0,0
Other Assets,774,848,1023,1538,1266
Total Assets,1348,1524,1832,2694,2485
