,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,74,61,95,124,76,82,106,83,90,81,76,42
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,74,61,95,124,76,82,106,83,90,81,76,42
Working Capital Days,74,79,78,110,-85,-111,-309,-261,-276,-219,-242,-279
ROCE %,8,7,6,6,11,10,12,18,11,19,5,9
