,2011-03-01,2012-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,,387,1469,696,-463,3772,2524,1998,2750
Cash from Investing Activity,,,,-854,-1174,-651,-175,182,420,1139,1789
Cash from Financing Activity,,,,330,-312,24,736,-4188,-2835,-2888,-3706
Net Cash Flow,,,,-137,-16,69,97,-234,109,250,834
