,2022-03-01,2023-03-01,2023-09-01
Promoters,82.22,74.99,74.93
FIIs,14.91,18.98,20.52
DIIs,1.45,3.68,3.5
Public,1.43,2.33,1.05
No. of Shareholders,50652.0,53431.0,52590.0
