,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,88.5,88.5,82.22,82.22,82.2,82.2,75.0,74.99,74.96,74.93
FIIs,8.68,8.73,15.27,14.91,14.54,13.93,19.42,18.98,19.83,20.52
DIIs,1.03,1.07,1.18,1.45,1.86,2.54,3.48,3.68,3.81,3.5
Public,1.79,1.7,1.33,1.43,1.4,1.34,2.1,2.33,1.4,1.05
No. of Shareholders,38910.0,38896.0,45843.0,50652.0,53304.0,53343.0,51058.0,53431.0,55202.0,52590.0
