,2022-03-01,2023-03-01,2023-09-01
Promoters,73.65,73.66,73.66
FIIs,0.0,2.6,2.35
DIIs,9.86,2.68,2.61
Public,16.48,21.06,21.38
No. of Shareholders,1260.0,1337.0,1305.0
