,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,1285.0,850.0,1299.0,1872.0,2224.0
Expenses,1250.0,825.0,1257.0,1806.0,2172.0
Operating Profit,35.0,25.0,42.0,66.0,52.0
OPM %,3.0,3.0,3.0,4.0,2.0
Other Income,7.0,3.0,2.0,4.0,2.0
Interest,7.0,6.0,5.0,2.0,9.0
Depreciation,4.0,4.0,4.0,4.0,4.0
Profit before tax,31.0,18.0,35.0,64.0,40.0
Tax %,32.0,26.0,25.0,26.0,27.0
Net Profit,21.0,13.0,26.0,47.0,27.0
EPS in Rs,17258.06,10653.23,14.22,18.87,10.83
