,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,20.0,2,10,3,19
Inventory Days,14.0,39,23,36,27
Days Payable,2.0,1,2,2,2
Cash Conversion Cycle,32.0,40,31,37,44
Working Capital Days,32.0,42,37,36,48
ROCE %,,15,24,29,16
