,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,49.86,49.86,49.86,49.86,49.86,49.86,49.86,49.86,49.86,54.4,54.4,54.4
DIIs,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Public,50.14,50.14,50.14,50.14,50.14,50.14,50.14,50.14,50.13,45.59,45.6,45.59
No. of Shareholders,2351.0,2329.0,2997.0,2922.0,3313.0,3408.0,3700.0,3687.0,3624.0,3977.0,4093.0,4025.0
