,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1875,1606,1843,2340,3604,1932,2252
Cash from Investing Activity,-139,135,189,-1760,-300,-1045,-2326
Cash from Financing Activity,-1749,-1564,-2067,-594,-3375,-942,168
Net Cash Flow,-13,177,-35,-14,-71,-55,94
