,2012-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,16.0,19.0,24,46,62,61,56,70,82,104
Inventory Days,179.0,133.0,110,112,99,114,126,169,165,172
Days Payable,85.0,67.0,62,88,102,97,118,200,177,172
Cash Conversion Cycle,110.0,85.0,72,70,60,78,65,39,70,103
Working Capital Days,83.0,61.0,54,69,77,99,90,90,117,128
ROCE %,,,15,20,22,13,0,-3,8,10
