,2012-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,50,50,31,14,-11,57,48,31,39
Cash from Investing Activity,,-11,-11,-19,-6,-15,-15,-2,-14,20
Cash from Financing Activity,,-34,-34,-13,40,-17,-26,-45,-42,-63
Net Cash Flow,,5,5,-1,48,-43,16,1,-25,-4
