,2020-09-01,2021-03-01,2021-09-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,67.34,67.34,67.34,67.37,67.37,64.37,64.37,64.37,64.37,64.37
Public,32.66,32.66,32.66,32.63,32.63,35.63,35.62,35.62,35.62,35.63
No. of Shareholders,139.0,137.0,136.0,134.0,134.0,252.0,454.0,533.0,705.0,792.0
