,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,14,13,13,19,0,21,28,23,36,7,-18,-15
Cash from Investing Activity,-5,-3,-3,-7,28,-61,-87,2,43,3,76,-386
Cash from Financing Activity,-8,-10,-10,-12,-29,39,62,-27,-79,-11,35,314
Net Cash Flow,0,0,1,1,-1,-1,3,-2,0,0,93,-87
