,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,43.42,46.14,61.66,72.64,81.63,108.95,90.22,80.93,70.13,89.89,116.37,111.83,91.68
Expenses,35.51,38.36,50.35,60.57,66.75,93.21,75.52,68.45,76.58,83.68,98.55,92.52,83.72
Operating Profit,7.91,7.78,11.31,12.07,14.88,15.74,14.7,12.48,-6.45,6.21,17.82,19.31,7.96
OPM %,18.22,16.86,18.34,16.62,18.23,14.45,16.29,15.42,-9.2,6.91,15.31,17.27,8.68
Other Income,0.86,1.33,0.38,0.94,1.33,1.25,2.0,0.09,14.71,5.56,1.55,1.63,1.87
Interest,2.28,3.1,2.48,2.85,4.36,4.18,5.03,6.58,6.95,5.31,3.49,4.17,4.82
Depreciation,3.21,3.82,4.09,4.0,3.82,4.33,4.78,5.74,6.13,6.11,6.31,7.01,6.87
Profit before tax,3.28,2.19,5.12,6.16,8.03,8.48,6.89,0.25,-4.82,0.35,9.57,9.76,-1.86
Tax %,33.84,33.79,35.94,35.39,34.99,33.73,22.64,28.0,13.49,22.86,29.15,28.48,
Net Profit,2.17,1.44,3.28,3.98,5.23,5.62,5.32,0.18,-4.17,0.28,6.78,6.98,-1.52
EPS in Rs,2.12,1.4,3.2,3.88,5.1,5.48,5.19,0.18,-4.07,0.27,6.61,6.81,-1.48
