,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,45.92,45.92,45.92,45.94,45.94,45.88,45.84,45.84
FIIs,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08
DIIs,0.0,0.06,0.09,0.06,0.09,0.09,0.0,0.0
Public,54.08,54.02,53.99,54.0,53.97,54.04,54.07,54.07
No. of Shareholders,17620.0,17429.0,17932.0,17542.0,18025.0,34210.0,34381.0,34343.0
