,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,27,8,-10
Cash from Investing Activity,0,-8,-4,-7
Cash from Financing Activity,0,19,12,0
Net Cash Flow,0,38,16,-16
