,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.62,74.62,74.62,74.62,70.37,70.37,70.37,70.37
Public,25.38,25.38,25.38,25.38,29.63,29.63,29.63,29.62
No. of Shareholders,1811.0,1813.0,1812.0,1823.0,1825.0,1861.0,1946.0,1956.0
