,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,0,-2.52,1.69,-6.0,7.11,8.67,-13.19,2.0,3.1,-0.58
Cash from Investing Activity,0,0,-0.52,-0.02,-1.97,-3.0,-8.68,-3.01,-6.54,-1.46,0.54
Cash from Financing Activity,0,0,3.02,-1.64,8.06,-4.18,0.03,23.35,-2.58,-1.33,-0.11
Net Cash Flow,0,0,-0.02,0.02,0.09,-0.08,0.02,7.15,-7.11,0.31,-0.15
