,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,,222.77,170.47,131.7
Inventory Days,0.0,,0.00,0.00,17.57
Days Payable,,,,,28.7
Cash Conversion Cycle,0.0,,222.77,170.47,120.58
Working Capital Days,0.0,,-29.28,126.05,117.46
ROCE %,,,160.00,10.12,11.94
