,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,61.42,61.42,61.42,61.42,66.26,66.26,66.26,66.28,66.28,66.28,66.28,66.28
FIIs,26.57,26.64,26.89,26.89,22.36,22.36,22.36,22.38,22.38,22.38,22.38,22.37
DIIs,0.06,0.06,0.07,0.07,0.06,0.06,0.06,0.04,0.04,0.04,0.04,0.04
Public,11.67,11.6,11.34,11.34,11.27,11.26,11.26,11.29,11.29,11.28,11.28,11.27
Others,0.28,0.28,0.28,0.29,0.05,0.05,0.05,0.01,0.01,0.02,0.02,0.02
No. of Shareholders,18272.0,18134.0,18553.0,18740.0,18876.0,19103.0,19316.0,19688.0,19507.0,19300.0,19478.0,19677.0
