,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,72.92,72.92,72.5,72.39
FIIs,5.54,0.34,0.47,0.48
DIIs,6.05,3.39,1.73,1.55
Public,15.49,23.35,25.3,25.58
No. of Shareholders,97352.0,421458.0,464938.0,452292.0
