,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,64.0,67,79,86,76,86,90,79,74
Inventory Days,37.0,57,37,55,57,51,63,64,58
Days Payable,52.0,67,85,81,105,138,148,122,92
Cash Conversion Cycle,49.0,56,30,60,28,-1,5,21,41
Working Capital Days,65.0,66,36,65,43,25,27,58,66
ROCE %,,12,22,25,19,12,20,26,12
