,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,10.0,10,4,10,8,11
Inventory Days,58.0,50,43,64,48,59
Days Payable,61.0,10,11,22,21,15
Cash Conversion Cycle,6.0,50,37,52,35,55
Working Capital Days,5.0,19,5,28,20,36
ROCE %,,8,4,12,19,20
