,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,8,18,18,18,18,20,20
Reserves,133,170,151,163,229,450,477
Borrowings,121,409,327,345,476,430,575
Other Liabilities,343,408,334,360,362,361,397
Total Liabilities,605,1006,830,887,1085,1261,1469
Fixed Assets,143,392,370,326,497,509,553
CWIP,43,0,1,2,5,6,0
Investments,0,0,10,13,17,16,22
Other Assets,419,614,449,546,566,730,894
Total Assets,605,1006,830,887,1085,1261,1469
