,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,13,55,210,76,76,71
Cash from Investing Activity,-57,-38,-66,-34,-34,-72
Cash from Financing Activity,60,-28,-148,-38,-38,1
Net Cash Flow,16,-11,-5,5,5,-1
