,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2022-12-01
Promoters,60.45,60.52,53.48,45.78,20.39,20.39,20.31
FIIs,6.55,5.38,15.09,22.75,19.97,19.99,19.93
DIIs,13.61,19.26,16.88,18.79,13.98,13.93,7.02
Public,19.38,14.84,14.55,12.51,45.48,45.51,52.54
Others,0.0,0.0,0.0,0.18,0.18,0.18,0.18
No. of Shareholders,41862.0,40175.0,36902.0,35683.0,70802.0,69124.0,75476.0
