,2008-03-01,2009-03-01,2010-03-01,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,1,1,4.0,0,0,0,0.0,0,1,0
Inventory Days,362.0,266,64,187.0,207,118,141,156.0,308,264,184
Days Payable,33.0,38,52,91.0,114,60,63,75.0,134,108,71
Cash Conversion Cycle,329.0,230,13,100.0,93,58,79,81.0,174,156,113
Working Capital Days,199.0,163,13,-262.0,-59,-32,-27,66.0,131,118,88
ROCE %,,-5,-68,,0,1,8,,3,4,4
