,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,25,25,25,25,25,25,25,25,25
Reserves,-6,0,4,4,-10,-3,6,1,2
Borrowings,55,49,46,98,81,72,68,55,51
Other Liabilities,7,13,20,26,27,8,6,11,11
Total Liabilities,81,87,95,154,122,102,105,93,89
Fixed Assets,57,50,42,89,76,65,59,51,48
CWIP,0,0,4,0,0,0,0,0,0
Investments,0,0,0,1,0,0,0,1,1
Other Assets,24,37,49,64,47,36,47,41,40
Total Assets,81,87,95,154,122,102,105,93,89
