,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,110.43,134.77,159.97,165.44,244.38,245.88,236.26,81.43,86.75,66.3,84.03,121.56,144.83
Expenses,108.43,133.51,157.04,161.16,235.64,235.32,224.07,76.47,78.66,60.87,83.1,118.94,137.22
Operating Profit,2.0,1.26,2.93,4.28,8.74,10.56,12.19,4.96,8.09,5.43,0.93,2.62,7.61
OPM %,1.81,0.93,1.83,2.59,3.58,4.29,5.16,6.09,9.33,8.19,1.11,2.16,5.25
Other Income,1.74,1.59,1.85,2.53,1.54,2.27,2.51,0.49,1.26,1.58,2.09,2.25,2.02
Interest,0.57,0.56,0.82,0.95,1.37,1.31,1.58,0.35,0.4,0.32,0.18,0.49,0.32
Depreciation,0.8,0.77,0.77,0.71,0.71,0.83,0.94,0.68,0.72,0.67,0.77,0.6,0.65
Profit before tax,2.37,1.52,3.19,5.15,8.2,10.69,12.18,4.42,8.23,6.02,2.07,3.78,8.66
Tax %,20.25,23.68,40.75,25.63,28.17,50.23,28.9,18.78,19.44,31.89,31.4,18.52,28.41
Net Profit,1.9,1.16,1.89,3.83,5.89,5.32,8.66,3.59,6.62,4.09,1.43,3.09,6.2
EPS in Rs,0.65,0.4,0.65,1.31,2.02,1.82,2.97,1.23,2.27,1.4,0.49,1.06,2.13
