,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,81.61,87.01,87.74,92.49,93.33,90.97,90.97,86.46
FIIs,0.25,0.1,0.15,0.13,0.08,0.13,0.26,0.59
DIIs,13.11,9.17,8.48,3.98,3.0,3.74,3.33,5.17
Public,5.02,3.72,3.63,3.41,3.59,5.17,5.44,7.76
No. of Shareholders,172869.0,183512.0,186358.0,195743.0,294166.0,374458.0,441517.0,606046.0
