,2011-03-01,2012-03-01,2013-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,2,4,-2,-12,7,7,13,5
Cash from Investing Activity,0,0,-1,-1,-4,-5,1,-3,-7
Cash from Financing Activity,0,-2,-3,3,15,-3,-7,-11,2
Net Cash Flow,0,-1,0,0,0,0,0,0,0
