,2011-03-01,2012-03-01,2013-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,50.0,52,60,70.0,73,62,74,64,76
Inventory Days,94.0,102,,70.0,51,88,122,49,128
Days Payable,121.0,112,,113.0,74,74,114,91,214
Cash Conversion Cycle,23.0,42,60,27.0,50,76,82,22,-10
Working Capital Days,49.0,62,50,50.0,59,77,93,67,82
ROCE %,,12,10,,12,5,4,-9,10
