,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.02,0.12,23.99,23.99
Reserves,-0.02,1.02,14.34,42.28,46.28
Preference Capital,0.0,0.0,0.02,0.0,
Borrowings,0.01,0.01,0.46,0.0,0.0
Other Liabilities,0.03,0.14,0.55,3.45,3.56
Total Liabilities,0.03,1.19,15.47,69.72,73.83
Fixed Assets,0.0,0.0,0.31,7.01,8.22
CWIP,0.0,0.0,0.11,0.0,0.0
Investments,0.0,0.0,0.0,25.65,0.0
Other Assets,0.03,1.19,15.05,37.06,65.61
Total Assets,0.03,1.19,15.47,69.72,73.83
